state,district,pincode,demo_age_5_17,demo_age_17_,total
Assam,Jorhat,785106,0,3,3
Assam,Jorhat,785107,0,5,5
Assam,Jorhat,785108,1,7,8
Assam,Jorhat,785110,0,4,4
Assam,Jorhat,785111,0,2,2
Assam,Jorhat,785112,1,12,13
Assam,Jorhat,785616,1,13,14
Assam,Jorhat,785630,2,26,28
Assam,Jorhat,785631,1,17,18
Assam,Jorhat,785632,0,3,3
Assam,Jorhat,785633,1,8,9
Assam,Jorhat,785634,1,14,15
Assam,Jorhat,785635,1,13,14
Assam,Jorhat,785636,1,7,8
Assam,Jorhat,785680,1,5,6
Assam,Jorhat,785683,0,3,3
Assam,Jorhat,785700,0,2,2
Assam,Jorhat,785703,0,3,3
Assam,Jorhat,785704,0,1,1
Assam,Kamrup,781012,1,8,9
Assam,Kamrup,781014,0,2,2
Assam,Kamrup,781017,0,3,3
Assam,Kamrup,781018,0,3,3
Assam,Kamrup,781019,0,5,5
Assam,Kamrup,781020,1,9,10
Assam,Kamrup,781022,1,5,6
Assam,Kamrup,781029,1,10,11
Assam,Kamrup,781030,0,4,4
Assam,Kamrup,781031,0,4,4
Assam,Kamrup,781032,0,2,2
Assam,Kamrup,781034,1,7,8
Assam,Kamrup,781037,1,4,5
Assam,Kamrup,781039,0,1,1
Assam,Kamrup,781101,1,11,12
Assam,Kamrup,781102,3,42,45
Assam,Kamrup,781103,1,10,11
Assam,Kamrup,781104,1,11,12
Assam,Kamrup,781120,0,5,5
Assam,Kamrup,781121,1,7,8
Assam,Kamrup,781122,1,12,13
Assam,Kamrup,781123,1,26,27
Assam,Kamrup,781124,1,10,11
Assam,Kamrup,781125,0,7,7
Assam,Kamrup,781127,2,23,25
Assam,Kamrup,781128,0,3,3
Assam,Kamrup,781129,0,3,3
Assam,Kamrup,781131,0,4,4
Assam,Kamrup,781132,1,5,6
Assam,Kamrup,781134,0,4,4
Assam,Kamrup,781135,1,14,15
Assam,Kamrup,781136,8,78,86
Assam,Kamrup,781137,3,33,36
Assam,Kamrup,781141,1,18,19
Assam,Kamrup,781350,0,5,5
Assam,Kamrup,781354,1,19,20
Assam,Kamrup,781365,0,3,3
Assam,Kamrup,781376,1,4,5
Assam,Kamrup,781380,1,9,10
Assam,Kamrup,781381,1,12,13
Assam,Kamrup,781382,0,4,4
Assam,Kamrup Metro,781001,1,8,9
Assam,Kamrup Metro,781003,0,5,5
Assam,Kamrup Metro,781004,0,2,2
Assam,Kamrup Metro,781005,1,7,8
Assam,Kamrup Metro,781006,0,5,5
Assam,Kamrup Metro,781007,1,7,8
Assam,Kamrup Metro,781008,0,4,4
Assam,Kamrup Metro,781009,0,5,5
Assam,Kamrup Metro,781010,0,1,1
Assam,Kamrup Metro,781011,1,9,10
Assam,Kamrup Metro,781013,0,1,1
Assam,Kamrup Metro,781015,0,2,2
Assam,Kamrup Metro,781016,1,6,7
Assam,Kamrup Metro,781021,1,6,7
Assam,Kamrup Metro,781023,0,2,2
Assam,Kamrup Metro,781024,0,2,2
Assam,Kamrup Metro,781025,1,11,12
Assam,Kamrup Metro,781026,1,9,10
Assam,Kamrup Metro,781027,0,3,3
Assam,Kamrup Metro,781028,1,8,9
Assam,Kamrup Metro,781033,0,2,2
Assam,Kamrup Metro,781035,1,5,6
Assam,Kamrup Metro,781036,0,3,3
Assam,Kamrup Metro,781038,0,5,5
Assam,Kamrup Metro,781040,1,9,10
Assam,Kamrup Metro,781150,1,7,8
Assam,Kamrup Metro,781171,0,3,3
Assam,Kamrup Metro,782401,1,4,5
Assam,Kamrup Metro,782402,2,14,16
Assam,Kamrup Metro,782403,2,20,22
Assam,Karbi Anglong,782410,1,16,17
Assam,Karbi Anglong,782441,3,46,49
Assam,Karbi Anglong,782446,3,29,32
Assam,Karbi Anglong,782448,2,20,22
Assam,Karbi Anglong,782460,1,17,18
Assam,Karbi Anglong,782461,1,14,15
Assam,Karbi Anglong,782462,0,2,2
Assam,Karbi Anglong,782470,2,20,22
Assam,Karbi Anglong,782480,4,52,56
Assam,Karbi Anglong,782481,1,8,9
Assam,Karbi Anglong,782482,2,24,26
Assam,Karbi Anglong,782485,1,13,14
Assam,Karbi Anglong,782486,1,6,7
Assam,Karbi Anglong,782490,0,3,3
Assam,Karimganj,788152,1,8,9
Assam,Karimganj,788156,1,6,7
Assam,Karimganj,788166,1,10,11
Assam,Karimganj,788709,1,11,12
Assam,Karimganj,788710,0,4,4
Assam,Karimganj,788711,1,7,8
Assam,Karimganj,788713,0,5,5
Assam,Karimganj,788722,1,12,13
Assam,Karimganj,788723,2,15,17
Assam,Karimganj,788725,1,13,14
Assam,Karimganj,788726,0,6,6
Assam,Karimganj,788727,0,5,5
Assam,Karimganj,788733,0,6,6
Assam,Karimganj,788781,0,5,5
Assam,Karimganj,788803,0,2,2
Assam,Kokrajhar,783333,1,7,8
Assam,Kokrajhar,783336,2,13,15
Assam,Kokrajhar,783337,2,20,22
Assam,Kokrajhar,783346,1,8,9
Assam,Kokrajhar,783347,1,10,11
Assam,Kokrajhar,783350,2,13,15
Assam,Kokrajhar,783354,1,9,10
Assam,Kokrajhar,783360,4,37,41
Assam,Kokrajhar,783361,1,19,20
Assam,Kokrajhar,783369,1,9,10
Assam,Kokrajhar,783370,2,32,34
Assam,Lakhimpur,784160,4,39,43
Assam,Lakhimpur,784161,1,15,16
Assam,Lakhimpur,784162,0,3,3
Assam,Lakhimpur,784163,0,3,3
Assam,Lakhimpur,784164,1,15,16
Assam,Lakhimpur,784165,1,14,15
Assam,Lakhimpur,787001,2,22,24
Assam,Lakhimpur,787031,6,67,73
Assam,Lakhimpur,787032,4,30,34
Assam,Lakhimpur,787033,0,4,4
Assam,Lakhimpur,787051,1,14,15
Assam,Lakhimpur,787052,4,36,40
Assam,Lakhimpur,787054,3,24,27
Assam,Lakhimpur,787055,2,26,28
Assam,Majuli,785104,1,10,11
Assam,Majuli,785105,1,6,7
Assam,Majuli,785614,1,21,22
Assam,Marigaon,782001,0,3,3
Assam,Marigaon,782103,3,24,27
Assam,Marigaon,782104,2,27,29
Assam,Marigaon,782105,4,39,43
Assam,Marigaon,782106,2,23,25
Assam,Marigaon,782121,7,52,59
Assam,Marigaon,782126,3,27,30
Assam,Marigaon,782127,6,57,63
Assam,Marigaon,782142,1,11,12
Assam,Marigaon,782411,7,54,61
Assam,Marigaon,782412,2,22,24
Assam,Marigaon,782413,0,5,5
Assam,Nagaon,782002,4,63,67
Assam,Nagaon,782003,3,53,56
Assam,Nagaon,782101,0,5,5
Assam,Nagaon,782102,0,8,8
Assam,Nagaon,782120,5,68,73
Assam,Nagaon,782122,6,60,66
Assam,Nagaon,782123,5,38,43
Assam,Nagaon,782124,16,151,167
Assam,Nagaon,782125,4,57,61
Assam,Nagaon,782135,0,5,5
Assam,Nagaon,782136,1,11,12
Assam,Nagaon,782137,0,5,5
Assam,Nagaon,782138,1,11,12
Assam,Nagaon,782139,1,11,12
Assam,Nagaon,782140,4,59,63
Assam,Nagaon,782141,0,5,5
Assam,Nagaon,782143,1,14,15
Assam,Nagaon,782144,1,11,12
Assam,Nagaon,782425,1,19,20
Assam,Nagaon,782426,3,48,51
Assam,Nagaon,782427,2,31,33
Assam,Nagaon,782428,1,16,17
Assam,Nagaon,782445,2,16,18
Assam,Nalbari,781126,5,50,55
Assam,Nalbari,781138,2,14,16
Assam,Nalbari,781303,1,4,5
Assam,Nalbari,781304,0,5,5
Assam,Nalbari,781306,0,4,4
Assam,Nalbari,781310,0,5,5
Assam,Nalbari,781334,1,6,7
Assam,Nalbari,781335,1,4,5
Assam,Nalbari,781337,1,7,8
Assam,Nalbari,781338,0,6,6
Assam,Nalbari,781339,0,3,3
Assam,Nalbari,781341,1,4,5
Assam,Nalbari,781347,0,3,3
Assam,Nalbari,781348,0,3,3
Assam,Nalbari,781349,1,6,7
Assam,Nalbari,781351,0,2,2
Assam,Nalbari,781353,0,2,2
Assam,Nalbari,781369,3,25,28
Assam,Nalbari,781370,0,3,3
Assam,Nalbari,781371,0,4,4
Assam,Nalbari,781374,0,2,2
Assam,Nalbari,781378,0,2,2
Assam,North Cachar Hills,788818,0,3,3
Assam,North Cachar Hills,788819,1,7,8
Assam,North Cachar Hills,788820,0,1,1
Assam,North Cachar Hills,788830,0,5,5
Assam,North Cachar Hills,788831,0,4,4
Assam,Sibsagar,785640,2,16,18
Assam,Sibsagar,785661,0,2,2
Assam,Sibsagar,785662,1,11,12
Assam,Sibsagar,785663,0,3,3
Assam,Sibsagar,785664,0,4,4
Assam,Sibsagar,785665,0,2,2
Assam,Sibsagar,785666,0,3,3
Assam,Sibsagar,785667,0,4,4
Assam,Sibsagar,785669,0,1,1
Assam,Sibsagar,785671,0,5,5
Assam,Sibsagar,785672,0,6,6
Assam,Sibsagar,785674,1,6,7
Assam,Sibsagar,785681,0,3,3
Assam,Sibsagar,785682,0,2,2
Assam,Sibsagar,785684,1,6,7
Assam,Sibsagar,785685,2,21,23
Assam,Sibsagar,785687,0,4,4
Assam,Sibsagar,785692,1,15,16
Assam,Sibsagar,785696,0,4,4
Assam,Sibsagar,785697,1,5,6
Assam,Sibsagar,785701,0,3,3
Assam,Sonitpur,784001,2,32,34
Assam,Sonitpur,784025,1,10,11
Assam,Sonitpur,784027,2,23,25
Assam,Sonitpur,784028,1,8,9
Assam,Sonitpur,784101,1,17,18
Assam,Sonitpur,784102,1,6,7
Assam,Sonitpur,784103,1,9,10
Assam,Sonitpur,784104,0,3,3
Assam,Sonitpur,784105,1,10,11
Assam,Sonitpur,784110,3,32,35
Assam,Sonitpur,784111,2,18,20
Assam,Sonitpur,784112,1,13,14
Assam,Sonitpur,784117,1,11,12
Assam,Sonitpur,784150,0,3,3
Assam,Sonitpur,784153,1,6,7
Assam,Sonitpur,784154,0,3,3
Assam,Sonitpur,784166,0,2,2
Assam,Sonitpur,784170,0,6,6
Assam,Sonitpur,784171,0,10,10
Assam,Sonitpur,784175,1,9,10
Assam,Sonitpur,784176,1,20,21
Assam,Sonitpur,784177,0,4,4
Assam,Sonitpur,784179,0,5,5
Assam,Sonitpur,784182,1,20,21
Assam,Sonitpur,784185,0,1,1
Assam,Sonitpur,784501,1,4,5
Assam,Sonitpur,784502,0,5,5
Assam,Sonitpur,784504,0,4,4
Assam,Sonitpur,784505,2,30,32
Assam,South Salmara Mankachar,783131,3,45,48
Assam,South Salmara Mankachar,783135,4,64,68
Assam,Sribhumi,788701,1,13,14
Assam,Sribhumi,788712,1,13,14
Assam,Sribhumi,788719,1,5,6
Assam,Sribhumi,788720,2,17,19
Assam,Sribhumi,788724,2,19,21
Assam,Sribhumi,788728,1,14,15
Assam,Sribhumi,788734,1,14,15
Assam,Sribhumi,788735,1,8,9
Assam,Sribhumi,788736,1,12,13
Assam,Sribhumi,788737,2,17,19
Assam,Tamulpur District,781360,1,15,16
Assam,Tamulpur District,781364,1,9,10
Assam,Tamulpur District,781366,1,12,13
Assam,Tinsukia,786125,3,35,38
Assam,Tinsukia,786126,0,4,4
Assam,Tinsukia,786145,0,5,5
Assam,Tinsukia,786146,0,4,4
Assam,Tinsukia,786147,1,14,15
Assam,Tinsukia,786150,1,18,19
Assam,Tinsukia,786151,1,21,22
Assam,Tinsukia,786152,2,26,28
Assam,Tinsukia,786153,0,4,4
Assam,Tinsukia,786154,1,14,15
Assam,Tinsukia,786155,0,4,4
Assam,Tinsukia,786156,1,12,13
Assam,Tinsukia,786157,1,18,19
Assam,Tinsukia,786158,1,9,10
Assam,Tinsukia,786159,0,1,1
Assam,Tinsukia,786160,1,14,15
Assam,Tinsukia,786170,2,30,32
Assam,Tinsukia,786171,1,22,23
Assam,Tinsukia,786173,0,1,1
Assam,Tinsukia,786174,1,18,19
Assam,Tinsukia,786179,0,2,2
Assam,Tinsukia,786181,1,17,18
Assam,Tinsukia,786182,1,20,21
Assam,Tinsukia,786183,1,13,14
Assam,Tinsukia,786187,0,4,4
Assam,Tinsukia,786188,1,15,16
Assam,Tinsukia,786190,0,4,4
Assam,Tinsukia,786192,0,2,2
Assam,Tinsukia,786601,1,12,13
Assam,Udalguri,784026,0,1,1
Assam,Udalguri,784113,0,4,4
Assam,Udalguri,784114,1,12,13
Assam,Udalguri,784149,1,13,14
Assam,Udalguri,784506,1,9,10
Assam,Udalguri,784507,1,14,15
Assam,Udalguri,784508,1,10,11
Assam,Udalguri,784509,2,18,20
Assam,Udalguri,784510,1,9,10
Assam,Udalguri,784513,0,2,2
Assam,Udalguri,784514,1,12,13
Assam,Udalguri,784521,1,9,10
Assam,Udalguri,784522,1,14,15
Assam,Udalguri,784523,1,13,14
Assam,Udalguri,784524,1,8,9
Assam,Udalguri,784525,1,16,17
Assam,Udalguri,784526,1,10,11
Assam,Udalguri,784527,0,5,5
Assam,Udalguri,784528,0,7,7
Assam,West Karbi Anglong,782450,1,12,13
Bihar,Araria,854202,3,46,49
Bihar,Araria,854304,5,74,79
Bihar,Araria,854311,16,216,232
Bihar,Araria,854312,10,144,154
Bihar,Araria,854316,2,44,46
Bihar,Araria,854318,14,266,280
Bihar,Araria,854328,1,14,15
Bihar,Araria,854331,4,67,71
Bihar,Araria,854332,2,37,39
Bihar,Araria,854333,6,120,126
Bihar,Araria,854334,9,131,140
Bihar,Araria,854335,5,88,93
Bihar,Araria,854336,2,31,33
Bihar,Arwal,804401,1,17,18
Bihar,Arwal,804402,3,30,33
Bihar,Arwal,804419,4,51,55
Bihar,Arwal,804421,2,23,25
Bihar,Arwal,804425,2,19,21
Bihar,Arwal,804426,1,14,15
Bihar,Arwal,804428,4,46,50
Bihar,Arwal,804430,0,2,2
Bihar,Arwal,804432,2,19,21
Bihar,Arwal,824127,1,12,13
Bihar,Aurangabad,824101,3,30,33
Bihar,Aurangabad,824102,6,54,60
Bihar,Aurangabad,824103,5,46,51
Bihar,Aurangabad,824111,6,48,54
Bihar,Aurangabad,824112,3,42,45
Bihar,Aurangabad,824113,2,23,25
Bihar,Aurangabad,824114,3,20,23
Bihar,Aurangabad,824115,2,18,20
Bihar,Aurangabad,824116,1,4,5
Bihar,Aurangabad,824120,7,50,57
Bihar,Aurangabad,824122,4,34,38
Bihar,Aurangabad,824123,3,23,26
Bihar,Aurangabad,824124,6,55,61
Bihar,Aurangabad,824125,6,55,61
Bihar,Aurangabad,824129,2,16,18
Bihar,Aurangabad,824130,0,4,4
Bihar,Aurangabad,824143,5,47,52
Bihar,Aurangabad,824202,6,57,63
Bihar,Aurangabad,824203,9,69,78
Bihar,Aurangabad,824205,3,28,31
Bihar,Aurangabad,824213,0,1,1
Bihar,Aurangabad,824216,0,4,4
Bihar,Aurangabad,824218,1,8,9
Bihar,Aurangabad,824302,2,18,20
Bihar,Aurangabad,824303,1,13,14
Bihar,Aurangabad(BH),824301,7,56,63
Bihar,Aurangabad(bh),824121,2,21,23
Bihar,Banka,812004,7,56,63
Bihar,Banka,813101,13,135,148
Bihar,Banka,813102,5,73,78
Bihar,Banka,813103,4,58,62
Bihar,Banka,813104,8,91,99
Bihar,Banka,813106,9,122,131
Bihar,Banka,813107,2,29,31
Bihar,Banka,813109,5,52,57
Bihar,Banka,813110,2,35,37
Bihar,Banka,813115,0,1,1
Bihar,Banka,813116,0,4,4
Bihar,Banka,813117,0,2,2
Bihar,Banka,813118,1,8,9
Bihar,Banka,813119,0,4,4
Bihar,Banka,813121,0,3,3
Bihar,Banka,813123,0,6,6
Bihar,Banka,813124,0,1,1
Bihar,Banka,813125,0,4,4
Bihar,Banka,813126,0,1,1
Bihar,Banka,813127,0,3,3
Bihar,Banka,813128,0,2,2
Bihar,Banka,813202,4,42,46
Bihar,Banka,813205,6,56,62
Bihar,Banka,813207,5,56,61
Bihar,Banka,813211,3,36,39
Bihar,Banka,813224,1,17,18
Bihar,Banka,814131,1,22,23
Bihar,Begusarai,848202,7,70,77
Bihar,Begusarai,848204,6,55,61
Bihar,Begusarai,851101,3,23,26
Bihar,Begusarai,851111,11,103,114
Bihar,Begusarai,851112,10,92,102
Bihar,Begusarai,851113,2,19,21
Bihar,Begusarai,851114,0,2,2
Bihar,Begusarai,851115,0,2,2
Bihar,Begusarai,851116,1,7,8
Bihar,Begusarai,851117,1,12,13
Bihar,Begusarai,851118,2,21,23
Bihar,Begusarai,851119,0,5,5
Bihar,Begusarai,851120,0,1,1
Bihar,Begusarai,851122,1,12,13
Bihar,Begusarai,851126,2,23,25
Bihar,Begusarai,851127,7,76,83
Bihar,Begusarai,851128,4,39,43
Bihar,Begusarai,851129,14,106,120
Bihar,Begusarai,851130,3,28,31
Bihar,Begusarai,851131,5,48,53
Bihar,Begusarai,851132,3,24,27
Bihar,Begusarai,851133,8,73,81
Bihar,Begusarai,851134,3,35,38
Bihar,Begusarai,851135,2,16,18
Bihar,Begusarai,851210,1,11,12
Bihar,Begusarai,851211,13,113,126
Bihar,Begusarai,851217,10,63,73
Bihar,Begusarai,851218,3,34,37
Bihar,Begusarai,851219,1,9,10
Bihar,Begusarai,851225,1,5,6
Bihar,Bhagalpur,812001,5,45,50
Bihar,Bhagalpur,812002,3,23,26
Bihar,Bhagalpur,812003,1,9,10
Bihar,Bhagalpur,812005,21,153,174
Bihar,Bhagalpur,812006,6,58,64
Bihar,Bhagalpur,812007,0,1,1
Bihar,Bhagalpur,813105,6,59,65
Bihar,Bhagalpur,813108,3,32,35
Bihar,Bhagalpur,813112,1,5,6
Bihar,Bhagalpur,813113,2,21,23
Bihar,Bhagalpur,813129,0,3,3
Bihar,Bhagalpur,813201,1,16,17
Bihar,Bhagalpur,813203,5,47,52
Bihar,Bhagalpur,813204,7,69,76
Bihar,Bhagalpur,813206,1,11,12
Bihar,Bhagalpur,813209,14,130,144
Bihar,Bhagalpur,813210,8,72,80
Bihar,Bhagalpur,813213,5,41,46
Bihar,Bhagalpur,813214,0,1,1
Bihar,Bhagalpur,813222,8,67,75
Bihar,Bhagalpur,813223,2,13,15
Bihar,Bhagalpur,813225,1,15,16
Bihar,Bhagalpur,813227,0,3,3
Bihar,Bhagalpur,813228,1,8,9
Bihar,Bhagalpur,813231,0,3,3
Bihar,Bhagalpur,813233,0,3,3
Bihar,Bhagalpur,853201,7,67,74
Bihar,Bhagalpur,853202,9,90,99
Bihar,Bhagalpur,853203,3,27,30
Bihar,Bhagalpur,853204,5,55,60
Bihar,Bhagalpur,853205,4,44,48
Bihar,Bhojpur,802152,3,38,41
Bihar,Bhojpur,802154,2,23,25
Bihar,Bhojpur,802155,3,29,32
Bihar,Bhojpur,802156,3,32,35
Bihar,Bhojpur,802157,1,14,15
Bihar,Bhojpur,802158,5,64,69
Bihar,Bhojpur,802159,1,16,17
Bihar,Bhojpur,802161,5,64,69
Bihar,Bhojpur,802162,1,15,16
Bihar,Bhojpur,802163,3,46,49
Bihar,Bhojpur,802164,3,42,45
Bihar,Bhojpur,802165,5,53,58
Bihar,Bhojpur,802166,2,33,35
Bihar,Bhojpur,802183,3,27,30
Bihar,Bhojpur,802201,5,74,79
Bihar,Bhojpur,802202,2,25,27
Bihar,Bhojpur,802203,4,58,62
Bihar,Bhojpur,802204,2,29,31
Bihar,Bhojpur,802205,1,12,13
Bihar,Bhojpur,802206,2,36,38
Bihar,Bhojpur,802207,5,84,89
Bihar,Bhojpur,802208,2,31,33
Bihar,Bhojpur,802209,2,42,44
Bihar,Bhojpur,802210,2,19,21
Bihar,Bhojpur,802222,3,41,44
Bihar,Bhojpur,802223,3,45,48
Bihar,Bhojpur,802237,0,8,8
Bihar,Bhojpur,802301,10,93,103
Bihar,Bhojpur,802302,1,12,13
Bihar,Bhojpur,802311,2,25,27
Bihar,Bhojpur,802312,4,51,55
Bihar,Bhojpur,802313,3,35,38
Bihar,Bhojpur,802314,2,17,19
Bihar,Bhojpur,802315,0,6,6
Bihar,Bhojpur,802316,2,33,35
Bihar,Bhojpur,802351,3,34,37
Bihar,Bhojpur,802352,0,1,1
Bihar,Buxar,802101,3,33,36
Bihar,Buxar,802102,1,14,15
Bihar,Buxar,802103,3,28,31
Bihar,Buxar,802111,2,21,23
Bihar,Buxar,802112,4,37,41
Bihar,Buxar,802113,1,13,14
Bihar,Buxar,802114,3,41,44
Bihar,Buxar,802115,1,8,9
Bihar,Buxar,802116,3,25,28
Bihar,Buxar,802117,4,39,43
Bihar,Buxar,802118,2,12,14
Bihar,Buxar,802119,6,60,66
Bihar,Buxar,802120,2,19,21
Bihar,Buxar,802122,2,22,24
Bihar,Buxar,802123,6,49,55
Bihar,Buxar,802125,3,23,26
Bihar,Buxar,802126,4,37,41
Bihar,Buxar,802127,1,9,10
Bihar,Buxar,802128,4,37,41
Bihar,Buxar,802129,4,40,44
Bihar,Buxar,802130,3,27,30
Bihar,Buxar,802131,2,18,20
Bihar,Buxar,802133,3,35,38
Bihar,Buxar,802134,3,23,26
Bihar,Buxar,802135,1,12,13
Bihar,Buxar,802136,0,3,3
Bihar,Darbhanga,846001,3,28,31
Bihar,Darbhanga,846002,4,40,44
Bihar,Darbhanga,846003,5,62,67
Bihar,Darbhanga,846004,4,52,56
Bihar,Darbhanga,846005,3,45,48
Bihar,Darbhanga,846006,1,8,9
Bihar,Darbhanga,846007,2,19,21
Bihar,Darbhanga,846009,5,60,65
Bihar,Darbhanga,847101,7,94,101
Bihar,Darbhanga,847103,6,62,68
Bihar,Darbhanga,847104,3,28,31
Bihar,Darbhanga,847105,3,34,37
Bihar,Darbhanga,847106,5,60,65
Bihar,Darbhanga,847115,3,37,40
Bihar,Darbhanga,847123,0,1,1
Bihar,Darbhanga,847201,6,70,76
Bihar,Darbhanga,847202,0,1,1
Bihar,Darbhanga,847203,10,104,114
Bihar,Darbhanga,847204,0,7,7
Bihar,Darbhanga,847228,6,67,73
Bihar,Darbhanga,847233,4,47,51
Bihar,Darbhanga,847302,3,25,28
Bihar,Darbhanga,847303,3,28,31
Bihar,Darbhanga,847306,3,29,32
Bihar,Darbhanga,847307,2,40,42
Bihar,Darbhanga,847337,3,34,37
Bihar,Darbhanga,847405,4,41,45
Bihar,Darbhanga,847407,0,9,9
Bihar,Darbhanga,847422,2,29,31
Bihar,Darbhanga,847423,3,33,36
Bihar,Darbhanga,847424,1,13,14
Bihar,Darbhanga,847427,4,48,52
Bihar,Darbhanga,847428,2,26,28
Bihar,Darbhanga,847429,1,9,10
Bihar,Darbhanga,848207,4,38,42
Bihar,Darbhanga,848209,4,44,48
Bihar,Darbhanga,848213,6,73,79
Bihar,East Champaran,845302,10,95,105
Bihar,East Champaran,845303,5,61,66
Bihar,East Champaran,845304,5,59,64
Bihar,East Champaran,845305,4,56,60
Bihar,East Champaran,845315,3,26,29
Bihar,East Champaran,845401,9,107,116
Bihar,East Champaran,845406,2,44,46
Bihar,East Champaran,845411,4,59,63
Bihar,East Champaran,845413,2,27,29
Bihar,East Champaran,845414,2,38,40
Bihar,East Champaran,845415,6,69,75
Bihar,East Champaran,845417,3,32,35
Bihar,East Champaran,845418,9,91,100
Bihar,East Champaran,845419,0,5,5
Bihar,East Champaran,845420,3,58,61
Bihar,East Champaran,845422,6,81,87
Bihar,East Champaran,845423,3,33,36
Bihar,East Champaran,845424,4,50,54
Bihar,East Champaran,845425,3,32,35
Bihar,East Champaran,845426,5,69,74
Bihar,East Champaran,845427,5,51,56
Bihar,East Champaran,845428,3,38,41
Bihar,East Champaran,845429,4,57,61
Bihar,East Champaran,845430,3,40,43
Bihar,East Champaran,845431,3,28,31
Bihar,East Champaran,845432,6,65,71
Bihar,East Champaran,845433,7,88,95
Bihar,East Champaran,845434,2,28,30
Bihar,East Champaran,845435,3,51,54
Bihar,East Champaran,845436,2,47,49
Bihar,East Champaran,845437,8,106,114
Bihar,East Champaran,845440,2,32,34
Bihar,East Champaran,845456,5,70,75
Bihar,East Champaran,845457,2,25,27
Bihar,East Champaran,845458,4,53,57
Bihar,East Champaran,855456,0,3,3
Bihar,Gaya,803116,3,38,41
Bihar,Gaya,804403,4,29,33
Bihar,Gaya,804404,4,38,42
Bihar,Gaya,804407,2,15,17
Bihar,Gaya,804435,0,1,1
Bihar,Gaya,805128,2,26,28
Bihar,Gaya,805129,1,11,12
Bihar,Gaya,805131,6,75,81
Bihar,Gaya,805135,0,1,1
Bihar,Gaya,805236,0,1,1
Bihar,Gaya,823001,14,118,132
Bihar,Gaya,823002,6,54,60
Bihar,Gaya,823003,12,115,127
Bihar,Gaya,823004,3,25,28
Bihar,Gaya,823005,0,1,1
Bihar,Gaya,823311,7,55,62
Bihar,Gaya,824118,7,50,57
Bihar,Gaya,824201,16,151,167
Bihar,Gaya,824206,12,121,133
Bihar,Gaya,824207,6,48,54
Bihar,Gaya,824208,3,34,37
Bihar,Gaya,824209,4,37,41
Bihar,Gaya,824210,6,60,66
Bihar,Gaya,824211,12,98,110
Bihar,Gaya,824217,7,52,59
Bihar,Gaya,824219,1,5,6
Bihar,Gaya,824231,10,89,99
Bihar,Gaya,824232,14,145,159
Bihar,Gaya,824233,7,52,59
Bihar,Gaya,824234,2,17,19
Bihar,Gaya,824235,3,19,22
Bihar,Gaya,824236,13,89,102
Bihar,Gaya,824237,6,54,60
Bihar,Gopalganj,841227,3,35,38
Bihar,Gopalganj,841243,2,18,20
Bihar,Gopalganj,841405,7,93,100
Bihar,Gopalganj,841407,1,17,18
Bihar,Gopalganj,841416,1,15,16
Bihar,Gopalganj,841423,6,58,64
Bihar,Gopalganj,841425,2,33,35
Bihar,Gopalganj,841426,8,90,98
Bihar,Gopalganj,841428,3,56,59
Bihar,Gopalganj,841437,6,64,70
Bihar,Gopalganj,841438,6,66,72
Bihar,Gopalganj,841440,4,37,41
Bihar,Gopalganj,841441,2,24,26
Bihar,Gopalganj,841501,4,49,53
Bihar,Gopalganj,841503,4,53,57
Bihar,Gopalganj,841505,2,29,31
Bihar,Gopalganj,841508,3,40,43
Bihar,Jamui,811301,5,58,63
Bihar,Jamui,811303,5,58,63
Bihar,Jamui,811305,6,75,81
Bihar,Jamui,811307,8,82,90
Bihar,Jamui,811308,5,59,64
Bihar,Jamui,811312,5,66,71
Bihar,Jamui,811313,3,28,31
Bihar,Jamui,811314,6,69,75
Bihar,Jamui,811315,2,24,26
Bihar,Jamui,811316,2,19,21
Bihar,Jamui,811317,5,64,69
Bihar,Jehanabad,804405,2,23,25
Bihar,Jehanabad,804406,1,10,11
Bihar,Jehanabad,804408,7,66,73
Bihar,Jehanabad,804417,3,36,39
Bihar,Jehanabad,804418,3,40,43
Bihar,Jehanabad,804420,2,24,26
Bihar,Jehanabad,804422,5,40,45
Bihar,Jehanabad,804424,1,11,12
Bihar,Jehanabad,804427,5,37,42
Bihar,Jehanabad,804429,3,32,35
Bihar,Jehanabad,804433,0,6,6
Bihar,Jehanabad,804434,1,10,11
Bihar,Kaimur (Bhabua),802132,5,43,48
Bihar,Kaimur (Bhabua),821101,5,54,59
Bihar,Kaimur (Bhabua),821102,4,44,48
Bihar,Kaimur (Bhabua),821103,4,40,44
Bihar,Kaimur (Bhabua),821104,2,29,31
Bihar,Kaimur (Bhabua),821105,4,55,59
Bihar,Kaimur (Bhabua),821106,9,101,110
Bihar,Kaimur (Bhabua),821108,4,51,55
Bihar,Kaimur (Bhabua),821109,10,115,125
Bihar,Kaimur (Bhabua),821110,3,39,42
Bihar,Katihar,854101,4,50,54
Bihar,Katihar,854103,5,79,84
Bihar,Katihar,854104,6,82,88
Bihar,Katihar,854105,7,115,122
Bihar,Katihar,854106,2,37,39
Bihar,Katihar,854107,3,56,59
Bihar,Katihar,854108,4,55,59
Bihar,Katihar,854109,0,2,2
Bihar,Katihar,854112,9,92,101
Bihar,Katihar,854113,8,92,100
Bihar,Katihar,854114,2,34,36
Bihar,Katihar,854115,4,57,61
Bihar,Katihar,854116,6,103,109
Bihar,Katihar,854117,2,28,30
Bihar,Katihar,854337,2,28,30
