state,district,pincode,age_0_5,age_5_17,age_18_greater,total
Karnataka,Bidar,585330,3,1,0,4
Karnataka,Bidar,585331,2,0,0,2
Karnataka,Bidar,585353,1,1,0,2
Karnataka,Bidar,585401,4,1,0,5
Karnataka,Bidar,585402,3,0,0,3
Karnataka,Bidar,585403,5,1,0,6
Karnataka,Bidar,585411,2,1,0,3
Karnataka,Bidar,585412,3,1,0,4
Karnataka,Bidar,585413,3,0,0,3
Karnataka,Bidar,585414,1,0,0,1
Karnataka,Bidar,585415,1,0,0,1
Karnataka,Bidar,585416,3,1,0,4
Karnataka,Bidar,585417,1,0,0,1
Karnataka,Bidar,585418,2,1,0,3
Karnataka,Bidar,585419,2,1,0,3
Karnataka,Bidar,585421,2,0,0,2
Karnataka,Bidar,585436,2,0,0,2
Karnataka,Bidar,585437,5,2,0,7
Karnataka,Bidar,585443,1,0,0,1
Karnataka,Bijapur,586101,7,1,0,8
Karnataka,Bijapur,586102,2,0,0,2
Karnataka,Bijapur,586103,2,0,0,2
Karnataka,Bijapur,586104,3,1,0,4
Karnataka,Bijapur,586108,2,0,0,2
Karnataka,Bijapur,586109,2,0,0,2
Karnataka,Bijapur,586111,2,0,0,2
Karnataka,Bijapur,586112,2,1,0,3
Karnataka,Bijapur,586114,1,0,0,1
Karnataka,Bijapur,586115,2,0,0,2
Karnataka,Bijapur,586116,1,0,0,1
Karnataka,Bijapur,586117,2,1,0,3
Karnataka,Bijapur,586118,2,1,0,3
Karnataka,Bijapur,586119,2,0,0,2
Karnataka,Bijapur,586120,2,0,0,2
Karnataka,Bijapur,586121,2,0,0,2
Karnataka,Bijapur,586122,2,0,0,2
Karnataka,Bijapur,586123,2,1,0,3
Karnataka,Bijapur,586124,2,1,0,3
Karnataka,Bijapur,586127,2,0,0,2
Karnataka,Bijapur,586128,4,1,0,5
Karnataka,Bijapur,586129,1,0,0,1
Karnataka,Bijapur,586130,2,0,0,2
Karnataka,Bijapur,586201,1,0,0,1
Karnataka,Bijapur,586202,2,1,0,3
Karnataka,Bijapur,586203,3,1,0,4
Karnataka,Bijapur,586204,2,0,0,2
Karnataka,Bijapur,586205,2,1,0,3
Karnataka,Bijapur,586206,1,0,0,1
Karnataka,Bijapur,586207,2,0,0,2
Karnataka,Bijapur,586208,2,0,0,2
Karnataka,Bijapur,586209,2,0,0,2
Karnataka,Bijapur,586210,2,0,0,2
Karnataka,Bijapur,586211,2,0,0,2
Karnataka,Bijapur,586212,2,0,0,2
Karnataka,Bijapur,586213,2,0,0,2
Karnataka,Bijapur,586214,2,1,0,3
Karnataka,Bijapur,586215,2,0,0,2
Karnataka,Bijapur,586216,2,0,0,2
Karnataka,Bijapur,586217,2,1,0,3
Karnataka,Bijapur,586245,2,1,0,3
Karnataka,Chamarajanagar,571109,1,0,0,1
Karnataka,Chamarajanagar,571111,2,0,0,2
Karnataka,Chamarajanagar,571115,1,0,0,1
Karnataka,Chamarajanagar,571117,2,0,0,2
Karnataka,Chamarajanagar,571123,1,0,0,1
Karnataka,Chamarajanagar,571124,3,0,0,3
Karnataka,Chamarajanagar,571126,1,0,0,1
Karnataka,Chamarajanagar,571127,2,0,0,2
Karnataka,Chamarajanagar,571128,1,0,0,1
Karnataka,Chamarajanagar,571313,2,0,0,2
Karnataka,Chamarajanagar,571316,1,0,0,1
Karnataka,Chamarajanagar,571342,2,0,0,2
Karnataka,Chamarajanagar,571439,3,0,0,3
Karnataka,Chamarajanagar,571440,3,0,0,3
Karnataka,Chamarajanagar,571441,2,0,0,2
Karnataka,Chamarajanagar,571442,2,0,0,2
Karnataka,Chamarajanagar,571444,4,1,0,5
Karnataka,Chamarajanagar,571490,2,0,0,2
Karnataka,Chamrajanagar,571312,1,0,0,1
Karnataka,Chamrajanagar,571443,2,0,0,2
Karnataka,Chamrajanagar,571457,2,0,0,2
Karnataka,Chickmagalur,573144,1,0,0,1
Karnataka,Chickmagalur,577101,2,0,0,2
Karnataka,Chickmagalur,577102,1,0,0,1
Karnataka,Chickmagalur,577111,1,0,0,1
Karnataka,Chickmagalur,577112,1,0,0,1
Karnataka,Chickmagalur,577113,1,0,0,1
Karnataka,Chickmagalur,577114,1,0,0,1
Karnataka,Chickmagalur,577116,2,0,0,2
Karnataka,Chickmagalur,577117,1,0,0,1
Karnataka,Chickmagalur,577118,0,0,0,0
Karnataka,Chickmagalur,577120,1,0,0,1
Karnataka,Chickmagalur,577121,1,0,0,1
Karnataka,Chickmagalur,577122,1,0,0,1
Karnataka,Chickmagalur,577123,1,0,0,1
Karnataka,Chickmagalur,577124,1,0,0,1
Karnataka,Chickmagalur,577125,1,0,0,1
Karnataka,Chickmagalur,577126,1,0,0,1
Karnataka,Chickmagalur,577127,1,0,0,1
Karnataka,Chickmagalur,577128,1,0,0,1
Karnataka,Chickmagalur,577129,1,0,0,1
Karnataka,Chickmagalur,577130,1,0,0,1
Karnataka,Chickmagalur,577131,1,0,0,1
Karnataka,Chickmagalur,577132,1,0,0,1
Karnataka,Chickmagalur,577133,1,0,0,1
Karnataka,Chickmagalur,577134,1,0,0,1
Karnataka,Chickmagalur,577135,1,0,0,1
Karnataka,Chickmagalur,577136,1,0,0,1
Karnataka,Chickmagalur,577137,1,0,0,1
Karnataka,Chickmagalur,577138,2,0,0,2
Karnataka,Chickmagalur,577139,1,0,0,1
Karnataka,Chickmagalur,577140,1,0,0,1
Karnataka,Chickmagalur,577144,1,0,0,1
Karnataka,Chickmagalur,577145,1,0,0,1
Karnataka,Chickmagalur,577146,1,0,0,1
Karnataka,Chickmagalur,577160,1,0,0,1
Karnataka,Chickmagalur,577168,1,0,0,1
Karnataka,Chickmagalur,577175,1,0,0,1
Karnataka,Chickmagalur,577179,1,0,0,1
Karnataka,Chickmagalur,577180,1,0,0,1
Karnataka,Chickmagalur,577181,1,0,0,1
Karnataka,Chickmagalur,577182,1,0,0,1
Karnataka,Chickmagalur,577228,2,0,0,2
Karnataka,Chickmagalur,577547,2,0,0,2
Karnataka,Chickmagalur,577548,2,0,0,2
Karnataka,Chickmagalur,577549,2,0,0,2
Karnataka,Chickmagalur,577550,1,0,0,1
Karnataka,Chikkaballapur,561206,2,0,0,2
Karnataka,Chikkaballapur,561207,4,0,0,4
Karnataka,Chikkaballapur,561208,3,0,0,3
Karnataka,Chikkaballapur,561209,2,0,0,2
Karnataka,Chikkaballapur,561210,2,0,0,2
Karnataka,Chikkaballapur,561211,2,0,0,2
Karnataka,Chikkaballapur,561212,2,0,0,2
Karnataka,Chikkaballapur,561213,3,0,0,3
Karnataka,Chikkaballapur,561228,2,0,0,2
Karnataka,Chikkaballapur,562101,4,0,0,4
Karnataka,Chikkaballapur,562103,2,0,0,2
Karnataka,Chikkaballapur,562104,3,0,0,3
Karnataka,Chikkaballapur,562105,5,0,0,5
Karnataka,Chikkaballapur,563121,2,0,0,2
Karnataka,Chikkaballapur,563123,1,0,0,1
Karnataka,Chikkaballapur,563124,2,0,0,2
Karnataka,Chikkaballapur,563125,6,1,0,7
Karnataka,Chikkaballapur,563128,2,0,0,2
Karnataka,Chikkaballapur,563146,2,0,0,2
Karnataka,Chikkaballapur,563159,1,0,0,1
Karnataka,Chikkaballapur,563161,1,0,0,1
Karnataka,Chitradurga,577501,6,0,0,6
Karnataka,Chitradurga,577502,2,0,0,2
Karnataka,Chitradurga,577511,2,0,0,2
Karnataka,Chitradurga,577515,1,0,0,1
Karnataka,Chitradurga,577517,2,0,0,2
Karnataka,Chitradurga,577518,2,0,0,2
Karnataka,Chitradurga,577519,2,0,0,2
Karnataka,Chitradurga,577520,2,0,0,2
Karnataka,Chitradurga,577521,1,0,0,1
Karnataka,Chitradurga,577522,5,0,0,5
Karnataka,Chitradurga,577523,2,0,0,2
Karnataka,Chitradurga,577524,2,0,0,2
Karnataka,Chitradurga,577526,2,0,0,2
Karnataka,Chitradurga,577527,3,0,0,3
Karnataka,Chitradurga,577529,3,0,0,3
Karnataka,Chitradurga,577531,1,0,0,1
Karnataka,Chitradurga,577532,2,0,0,2
Karnataka,Chitradurga,577533,2,0,0,2
Karnataka,Chitradurga,577535,5,1,0,6
Karnataka,Chitradurga,577536,3,0,0,3
Karnataka,Chitradurga,577537,2,0,0,2
Karnataka,Chitradurga,577538,3,0,0,3
Karnataka,Chitradurga,577539,3,0,0,3
Karnataka,Chitradurga,577540,3,0,0,3
Karnataka,Chitradurga,577541,2,0,0,2
Karnataka,Chitradurga,577542,1,0,0,1
Karnataka,Chitradurga,577543,2,0,0,2
Karnataka,Chitradurga,577545,2,0,0,2
Karnataka,Chitradurga,577546,2,0,0,2
Karnataka,Chitradurga,577554,1,0,0,1
Karnataka,Chitradurga,577555,2,0,0,2
Karnataka,Chitradurga,577557,3,0,0,3
Karnataka,Chitradurga,577558,1,0,0,1
Karnataka,Chitradurga,577597,1,0,0,1
Karnataka,Chitradurga,577598,4,0,0,4
Karnataka,Chitradurga,577599,2,0,0,2
Karnataka,Dakshina Kannada,574107,1,0,0,1
Karnataka,Dakshina Kannada,574109,1,0,0,1
Karnataka,Dakshina Kannada,574141,1,0,0,1
Karnataka,Dakshina Kannada,574142,2,0,0,2
Karnataka,Dakshina Kannada,574143,2,0,0,2
Karnataka,Dakshina Kannada,574144,2,0,0,2
Karnataka,Dakshina Kannada,574145,2,0,0,2
Karnataka,Dakshina Kannada,574146,2,0,0,2
Karnataka,Dakshina Kannada,574148,1,0,0,1
Karnataka,Dakshina Kannada,574150,1,0,0,1
Karnataka,Dakshina Kannada,574151,1,0,0,1
Karnataka,Dakshina Kannada,574153,1,0,0,1
Karnataka,Dakshina Kannada,574154,3,0,0,3
Karnataka,Dakshina Kannada,574160,1,0,0,1
Karnataka,Dakshina Kannada,574162,1,0,0,1
Karnataka,Dakshina Kannada,574164,1,0,0,1
Karnataka,Dakshina Kannada,574166,1,0,0,1
Karnataka,Dakshina Kannada,574169,2,0,0,2
Karnataka,Dakshina Kannada,574197,2,0,0,2
Karnataka,Dakshina Kannada,574198,1,0,0,1
Karnataka,Dakshina Kannada,574199,2,0,0,2
Karnataka,Dakshina Kannada,574201,1,0,0,1
Karnataka,Dakshina Kannada,574202,3,0,0,3
Karnataka,Dakshina Kannada,574203,2,0,0,2
Karnataka,Dakshina Kannada,574210,3,0,0,3
Karnataka,Dakshina Kannada,574211,2,0,0,2
Karnataka,Dakshina Kannada,574212,3,0,0,3
Karnataka,Dakshina Kannada,574213,1,0,0,1
Karnataka,Dakshina Kannada,574214,2,0,0,2
Karnataka,Dakshina Kannada,574216,1,0,0,1
Karnataka,Dakshina Kannada,574217,2,0,0,2
Karnataka,Dakshina Kannada,574218,2,0,0,2
Karnataka,Dakshina Kannada,574219,2,0,0,2
Karnataka,Dakshina Kannada,574220,2,0,0,2
Karnataka,Dakshina Kannada,574221,2,0,0,2
Karnataka,Dakshina Kannada,574222,2,0,0,2
Karnataka,Dakshina Kannada,574223,2,0,0,2
Karnataka,Dakshina Kannada,574224,1,0,0,1
Karnataka,Dakshina Kannada,574225,2,0,0,2
Karnataka,Dakshina Kannada,574226,1,0,0,1
Karnataka,Dakshina Kannada,574227,2,0,0,2
Karnataka,Dakshina Kannada,574228,1,0,0,1
Karnataka,Dakshina Kannada,574229,2,0,0,2
Karnataka,Dakshina Kannada,574230,2,0,0,2
Karnataka,Dakshina Kannada,574231,2,0,0,2
Karnataka,Dakshina Kannada,574232,1,0,0,1
Karnataka,Dakshina Kannada,574233,1,0,0,1
Karnataka,Dakshina Kannada,574234,1,0,0,1
Karnataka,Dakshina Kannada,574235,2,0,0,2
Karnataka,Dakshina Kannada,574236,1,0,0,1
Karnataka,Dakshina Kannada,574237,1,0,0,1
Karnataka,Dakshina Kannada,574238,1,0,0,1
Karnataka,Dakshina Kannada,574239,2,0,0,2
Karnataka,Dakshina Kannada,574240,1,0,0,1
Karnataka,Dakshina Kannada,574241,3,0,0,3
Karnataka,Dakshina Kannada,574242,1,0,0,1
Karnataka,Dakshina Kannada,574243,3,0,0,3
Karnataka,Dakshina Kannada,574248,1,0,0,1
Karnataka,Dakshina Kannada,574253,3,0,0,3
Karnataka,Dakshina Kannada,574259,1,0,0,1
Karnataka,Dakshina Kannada,574260,2,0,0,2
Karnataka,Dakshina Kannada,574265,1,0,0,1
Karnataka,Dakshina Kannada,574267,1,0,0,1
Karnataka,Dakshina Kannada,574274,1,0,0,1
Karnataka,Dakshina Kannada,574279,2,0,0,2
Karnataka,Dakshina Kannada,574285,2,0,0,2
Karnataka,Dakshina Kannada,574313,1,0,0,1
Karnataka,Dakshina Kannada,574314,1,0,0,1
Karnataka,Dakshina Kannada,574323,2,0,0,2
Karnataka,Dakshina Kannada,574324,1,0,0,1
Karnataka,Dakshina Kannada,574325,2,0,0,2
Karnataka,Dakshina Kannada,574326,3,0,0,3
Karnataka,Dakshina Kannada,574327,1,0,0,1
Karnataka,Dakshina Kannada,574328,2,0,0,2
Karnataka,Dakshina Kannada,574509,1,0,0,1
Karnataka,Dakshina Kannada,575001,3,1,0,4
Karnataka,Dakshina Kannada,575002,2,1,0,3
Karnataka,Dakshina Kannada,575003,2,0,0,2
Karnataka,Dakshina Kannada,575004,1,0,0,1
Karnataka,Dakshina Kannada,575005,1,0,0,1
Karnataka,Dakshina Kannada,575006,2,0,0,2
Karnataka,Dakshina Kannada,575007,3,0,0,3
Karnataka,Dakshina Kannada,575008,2,0,0,2
Karnataka,Dakshina Kannada,575009,2,0,0,2
Karnataka,Dakshina Kannada,575010,1,0,0,1
Karnataka,Dakshina Kannada,575011,2,0,0,2
Karnataka,Dakshina Kannada,575013,4,0,0,4
Karnataka,Dakshina Kannada,575014,2,0,0,2
Karnataka,Dakshina Kannada,575015,2,0,0,2
Karnataka,Dakshina Kannada,575016,1,0,0,1
Karnataka,Dakshina Kannada,575017,2,0,0,2
Karnataka,Dakshina Kannada,575018,2,0,0,2
Karnataka,Dakshina Kannada,575019,2,0,0,2
Karnataka,Dakshina Kannada,575020,3,0,0,3
Karnataka,Dakshina Kannada,575022,2,0,0,2
Karnataka,Dakshina Kannada,575023,2,0,0,2
Karnataka,Dakshina Kannada,575025,1,0,0,1
Karnataka,Dakshina Kannada,575027,2,0,0,2
Karnataka,Dakshina Kannada,575028,2,0,0,2
Karnataka,Dakshina Kannada,575029,1,0,0,1
Karnataka,Dakshina Kannada,575030,3,0,0,3
Karnataka,Davanagere,577001,5,0,0,5
Karnataka,Davanagere,577002,4,0,0,4
Karnataka,Davanagere,577003,1,0,0,1
Karnataka,Davanagere,577004,3,0,0,3
Karnataka,Davanagere,577005,1,0,0,1
Karnataka,Davanagere,577006,3,0,0,3
Karnataka,Davanagere,577213,5,0,0,5
Karnataka,Davanagere,577215,3,0,0,3
Karnataka,Davanagere,577217,2,0,0,2
Karnataka,Davanagere,577218,2,0,0,2
Karnataka,Davanagere,577219,2,0,0,2
Karnataka,Davanagere,577221,3,0,0,3
Karnataka,Davanagere,577224,2,0,0,2
Karnataka,Davanagere,577230,2,0,0,2
Karnataka,Davanagere,577231,1,0,0,1
Karnataka,Davanagere,577512,2,0,0,2
Karnataka,Davanagere,577514,2,0,0,2
Karnataka,Davanagere,577516,2,0,0,2
Karnataka,Davanagere,577525,2,0,0,2
Karnataka,Davanagere,577528,3,1,0,4
Karnataka,Davanagere,577530,2,0,0,2
Karnataka,Davanagere,577534,2,0,0,2
Karnataka,Davanagere,577544,2,0,0,2
Karnataka,Davanagere,577551,2,0,0,2
Karnataka,Davanagere,577552,2,0,0,2
Karnataka,Davanagere,577553,2,0,0,2
Karnataka,Davanagere,577556,2,0,0,2
Karnataka,Davanagere,577566,2,0,0,2
Karnataka,Davanagere,577589,2,0,0,2
Karnataka,Davanagere,577601,3,0,0,3
Karnataka,Davanagere,583125,2,0,0,2
Karnataka,Davanagere,583127,1,0,0,1
Karnataka,Davanagere,583131,2,0,0,2
Karnataka,Davanagere,583137,2,0,0,2
Karnataka,Davanagere,583213,2,0,0,2
Karnataka,Davangere,577216,1,0,0,1
Karnataka,Davangere,577223,2,0,0,2
Karnataka,Davangere,577225,1,0,0,1
Karnataka,Davangere,577243,1,0,0,1
Karnataka,Davangere,577513,2,0,0,2
Karnataka,Dharwad,580001,3,0,0,3
Karnataka,Dharwad,580002,1,0,0,1
Karnataka,Dharwad,580003,1,0,0,1
Karnataka,Dharwad,580004,1,0,0,1
Karnataka,Dharwad,580005,1,0,0,1
Karnataka,Dharwad,580006,2,0,0,2
Karnataka,Dharwad,580007,3,0,0,3
Karnataka,Dharwad,580008,2,0,0,2
Karnataka,Dharwad,580009,2,0,0,2
Karnataka,Dharwad,580011,2,0,0,2
Karnataka,Dharwad,580020,4,0,0,4
Karnataka,Dharwad,580021,1,0,0,1
Karnataka,Dharwad,580023,5,0,0,5
Karnataka,Dharwad,580024,9,1,0,10
Karnataka,Dharwad,580025,2,0,0,2
Karnataka,Dharwad,580026,1,0,0,1
Karnataka,Dharwad,580028,3,0,0,3
Karnataka,Dharwad,580029,1,0,0,1
Karnataka,Dharwad,580030,2,0,0,2
Karnataka,Dharwad,580031,2,0,0,2
Karnataka,Dharwad,580032,1,0,0,1
Karnataka,Dharwad,580112,2,0,0,2
Karnataka,Dharwad,580114,2,0,0,2
Karnataka,Dharwad,580118,2,0,0,2
Karnataka,Dharwad,581103,2,0,0,2
Karnataka,Dharwad,581105,2,0,0,2
Karnataka,Dharwad,581107,2,0,0,2
Karnataka,Dharwad,581113,2,0,0,2
Karnataka,Dharwad,581117,2,0,0,2
Karnataka,Dharwad,581195,1,0,0,1
Karnataka,Dharwad,581201,2,0,0,2
Karnataka,Dharwad,581204,4,0,0,4
Karnataka,Dharwad,581205,2,0,0,2
Karnataka,Dharwad,581206,2,0,0,2
Karnataka,Dharwad,581207,2,0,0,2
Karnataka,Dharwad,581209,1,0,0,1
Karnataka,Dharwad,581212,2,0,0,2
Karnataka,Dharwad,582201,2,0,0,2
Karnataka,Dharwad,582208,5,0,0,5
Karnataka,Gadag,581118,4,0,0,4
Karnataka,Gadag,582101,4,0,0,4
Karnataka,Gadag,582102,5,0,0,5
Karnataka,Gadag,582103,3,0,0,3
Karnataka,Gadag,582111,1,0,0,1
Karnataka,Gadag,582112,4,0,0,4
Karnataka,Gadag,582113,4,0,0,4
Karnataka,Gadag,582114,4,0,0,4
Karnataka,Gadag,582115,2,0,0,2
Karnataka,Gadag,582116,4,0,0,4
Karnataka,Gadag,582117,2,0,0,2
Karnataka,Gadag,582118,5,1,0,6
Karnataka,Gadag,582119,3,0,0,3
Karnataka,Gadag,582120,3,0,0,3
Karnataka,Gadag,582202,2,0,0,2
Karnataka,Gadag,582203,2,0,0,2
Karnataka,Gadag,582204,2,0,0,2
Karnataka,Gadag,582205,2,0,0,2
Karnataka,Gadag,582206,1,0,0,1
Karnataka,Gadag,582207,5,0,0,5
Karnataka,Gadag,582209,4,0,0,4
Karnataka,Gadag,582210,1,0,0,1
Karnataka,Gadag,582211,3,0,0,3
Karnataka,Gulbarga,585101,2,0,0,2
Karnataka,Gulbarga,585102,3,0,0,3
Karnataka,Gulbarga,585103,3,0,0,3
Karnataka,Gulbarga,585104,10,1,0,11
Karnataka,Gulbarga,585105,1,0,0,1
Karnataka,Gulbarga,585106,1,0,0,1
Karnataka,Gulbarga,585201,2,0,0,2
Karnataka,Gulbarga,585202,7,2,0,9
Karnataka,Gulbarga,585210,1,0,0,1
Karnataka,Gulbarga,585211,2,0,0,2
Karnataka,Gulbarga,585212,1,0,0,1
Karnataka,Gulbarga,585213,1,0,0,1
Karnataka,Gulbarga,585214,2,0,0,2
Karnataka,Gulbarga,585216,4,1,0,5
Karnataka,Gulbarga,585217,1,0,0,1
Karnataka,Gulbarga,585218,1,0,0,1
Karnataka,Gulbarga,585219,3,0,0,3
Karnataka,Gulbarga,585220,2,1,0,3
Karnataka,Gulbarga,585221,3,1,0,4
Karnataka,Gulbarga,585222,3,0,0,3
Karnataka,Gulbarga,585223,4,1,0,5
Karnataka,Gulbarga,585224,2,0,0,2
Karnataka,Gulbarga,585225,2,0,0,2
Karnataka,Gulbarga,585228,2,0,0,2
Karnataka,Gulbarga,585229,1,0,0,1
Karnataka,Gulbarga,585236,2,0,0,2
Karnataka,Gulbarga,585265,2,0,0,2
Karnataka,Gulbarga,585287,2,1,0,3
Karnataka,Gulbarga,585290,8,2,0,10
Karnataka,Gulbarga,585292,1,0,0,1
Karnataka,Gulbarga,585301,3,1,0,4
Karnataka,Gulbarga,585302,2,0,0,2
Karnataka,Gulbarga,585303,1,0,0,1
Karnataka,Gulbarga,585305,2,0,0,2
Karnataka,Gulbarga,585306,2,0,0,2
Karnataka,Gulbarga,585307,1,0,0,1
Karnataka,Gulbarga,585308,1,0,0,1
Karnataka,Gulbarga,585309,3,1,0,4
Karnataka,Gulbarga,585310,4,1,0,5
Karnataka,Gulbarga,585311,2,0,0,2
Karnataka,Gulbarga,585312,2,0,0,2
Karnataka,Gulbarga,585313,3,1,0,4
Karnataka,Gulbarga,585314,1,0,0,1
Karnataka,Gulbarga,585316,2,0,0,2
Karnataka,Gulbarga,585317,2,0,0,2
Karnataka,Gulbarga,585318,2,0,0,2
Karnataka,Gulbarga,585319,3,1,0,4
Karnataka,Gulbarga,585320,1,0,0,1
Karnataka,Gulbarga,585321,4,1,0,5
Karnataka,Gulbarga,585322,2,0,0,2
Karnataka,Gulbarga,585323,3,1,0,4
Karnataka,Gulbarga,585324,2,0,0,2
Karnataka,Gulbarga,585325,2,1,0,3
Karnataka,Gulbarga,585355,2,1,0,3
Karnataka,Hasan,573101,1,0,0,1
Karnataka,Hasan,573102,1,0,0,1
Karnataka,Hasan,573103,2,0,0,2
Karnataka,Hasan,573111,1,0,0,1
Karnataka,Hasan,573112,2,0,0,2
Karnataka,Hasan,573113,1,0,0,1
Karnataka,Hasan,573115,2,0,0,2
Karnataka,Hasan,573116,2,0,0,2
Karnataka,Hasan,573117,1,0,0,1
Karnataka,Hasan,573118,1,0,0,1
Karnataka,Hasan,573119,1,0,0,1
Karnataka,Hasan,573120,1,0,0,1
Karnataka,Hasan,573121,2,0,0,2
Karnataka,Hasan,573122,2,0,0,2
Karnataka,Hasan,573123,1,0,0,1
Karnataka,Hasan,573124,1,0,0,1
Karnataka,Hasan,573125,1,0,0,1
Karnataka,Hasan,573126,1,0,0,1
Karnataka,Hasan,573127,1,0,0,1
Karnataka,Hasan,573128,1,0,0,1
Karnataka,Hasan,573129,1,0,0,1
Karnataka,Hasan,573130,2,0,0,2
Karnataka,Hasan,573131,2,0,0,2
Karnataka,Hasan,573133,1,0,0,1
Karnataka,Hasan,573134,2,0,0,2
Karnataka,Hasan,573135,1,0,0,1
Karnataka,Hasan,573136,1,0,0,1
Karnataka,Hasan,573137,1,0,0,1
Karnataka,Hasan,573141,1,0,0,1
Karnataka,Hasan,573142,1,0,0,1
Karnataka,Hasan,573150,1,0,0,1
Karnataka,Hasan,573162,1,0,0,1
Karnataka,Hasan,573164,1,0,0,1
Karnataka,Hasan,573165,1,0,0,1
Karnataka,Hasan,573201,3,0,0,3
Karnataka,Hasan,573202,1,0,0,1
Karnataka,Hasan,573210,1,0,0,1
Karnataka,Hasan,573211,2,0,0,2
Karnataka,Hasan,573212,1,0,0,1
Karnataka,Hasan,573213,1,0,0,1
Karnataka,Hasan,573214,1,0,0,1
Karnataka,Hasan,573215,1,0,0,1
Karnataka,Hasan,573216,1,0,0,1
Karnataka,Hasan,573217,1,0,0,1
Karnataka,Hasan,573218,1,0,0,1
Karnataka,Hasan,573219,1,0,0,1
Karnataka,Hasan,573220,1,0,0,1
Karnataka,Hasan,573225,1,0,0,1
Karnataka,Haveri,581101,2,0,0,2
Karnataka,Haveri,581102,2,0,0,2
Karnataka,Haveri,581104,5,0,0,5
Karnataka,Haveri,581106,3,0,0,3
Karnataka,Haveri,581108,2,0,0,2
Karnataka,Haveri,581109,2,0,0,2
Karnataka,Haveri,581110,4,0,0,4
Karnataka,Haveri,581111,2,0,0,2
Karnataka,Haveri,581112,2,0,0,2
Karnataka,Haveri,581115,5,0,0,5
Karnataka,Haveri,581116,2,0,0,2
Karnataka,Haveri,581119,2,0,0,2
Karnataka,Haveri,581120,3,0,0,3
Karnataka,Haveri,581123,2,0,0,2
Karnataka,Haveri,581126,2,0,0,2
Karnataka,Haveri,581128,1,0,0,1
Karnataka,Haveri,581145,1,0,0,1
Karnataka,Haveri,581148,2,0,0,2
Karnataka,Haveri,581193,2,0,0,2
Karnataka,Haveri,581202,3,0,0,3
Karnataka,Haveri,581203,2,0,0,2
Karnataka,Haveri,581208,2,0,0,2
Karnataka,Haveri,581210,2,0,0,2
Karnataka,Haveri,581211,1,0,0,1
Karnataka,Haveri,581213,2,0,0,2
Karnataka,Kodagu,571201,4,0,0,4
Karnataka,Kodagu,571211,1,0,0,1
Karnataka,Kodagu,571212,1,0,0,1
Karnataka,Kodagu,571213,1,0,0,1
Karnataka,Kodagu,571214,2,0,0,2
Karnataka,Kodagu,571215,1,0,0,1
Karnataka,Kodagu,571216,1,0,0,1
Karnataka,Kodagu,571217,1,0,0,1
Karnataka,Kodagu,571218,2,0,0,2
Karnataka,Kodagu,571219,1,0,0,1
Karnataka,Kodagu,571231,1,0,0,1
Karnataka,Kodagu,571232,2,0,0,2
Karnataka,Kodagu,571234,2,0,0,2
Karnataka,Kodagu,571235,2,0,0,2
Karnataka,Kodagu,571236,2,0,0,2
Karnataka,Kodagu,571237,1,0,0,1
Karnataka,Kodagu,571247,1,0,0,1
Karnataka,Kodagu,571248,1,0,0,1
Karnataka,Kodagu,571249,1,0,0,1
Karnataka,Kodagu,571250,1,0,0,1
Karnataka,Kodagu,571251,1,0,0,1
Karnataka,Kodagu,571252,1,0,0,1
Karnataka,Kodagu,571253,2,0,0,2
Karnataka,Kodagu,571254,1,0,0,1
Karnataka,Kolar,563101,10,1,0,11
Karnataka,Kolar,563113,2,0,0,2
Karnataka,Kolar,563114,4,0,0,4
Karnataka,Kolar,563115,1,0,0,1
Karnataka,Kolar,563116,3,0,0,3
Karnataka,Kolar,563117,2,0,0,2
Karnataka,Kolar,563118,2,0,0,2
Karnataka,Kolar,563119,2,0,0,2
Karnataka,Kolar,563120,2,0,0,2
Karnataka,Kolar,563122,3,0,0,3
Karnataka,Kolar,563126,3,0,0,3
Karnataka,Kolar,563127,2,0,0,2
Karnataka,Kolar,563129,3,0,0,3
Karnataka,Kolar,563130,4,0,0,4
Karnataka,Kolar,563131,6,1,0,7
Karnataka,Kolar,563132,3,0,0,3
Karnataka,Kolar,563133,2,0,0,2
Karnataka,Kolar,563134,1,0,0,1
Karnataka,Kolar,563135,3,0,0,3
Karnataka,Kolar,563136,2,0,0,2
Karnataka,Kolar,563137,2,0,0,2
Karnataka,Kolar,563138,2,0,0,2
Karnataka,Kolar,563139,2,0,0,2
Karnataka,Kolar,563162,2,0,0,2
Karnataka,Koppal,583226,3,0,0,3
Karnataka,Koppal,583227,7,1,0,8
Karnataka,Koppal,583228,4,1,0,5
Karnataka,Koppal,583229,5,0,0,5
Karnataka,Koppal,583230,2,0,0,2
Karnataka,Koppal,583231,3,0,0,3
Karnataka,Koppal,583232,3,0,0,3
Karnataka,Koppal,583233,2,0,0,2
Karnataka,Koppal,583234,3,0,0,3
Karnataka,Koppal,583235,3,0,0,3
Karnataka,Koppal,583236,3,1,0,4
Karnataka,Koppal,583237,5,1,0,6
Karnataka,Koppal,583238,4,0,0,4
Karnataka,Koppal,583268,2,0,0,2
Karnataka,Koppal,583277,6,1,0,7
Karnataka,Koppal,583278,2,1,0,3
Karnataka,Koppal,583279,3,1,0,4
Karnataka,Koppal,583280,2,0,0,2
Karnataka,Koppal,583281,5,1,0,6
Karnataka,Koppal,583282,2,0,0,2
Karnataka,Koppal,583283,5,1,0,6
