state,district,pincode,bio_age_5_17,bio_age_17_,total
Gujarat,Vadodara,390022,20,34,54
Gujarat,Vadodara,390023,11,18,29
Gujarat,Vadodara,390024,18,25,43
Gujarat,Vadodara,390025,16,27,43
Gujarat,Vadodara,391101,4,8,12
Gujarat,Vadodara,391105,7,9,16
Gujarat,Vadodara,391107,8,11,19
Gujarat,Vadodara,391110,21,21,42
Gujarat,Vadodara,391115,6,6,12
Gujarat,Vadodara,391130,4,5,9
Gujarat,Vadodara,391135,15,28,43
Gujarat,Vadodara,391140,6,12,18
Gujarat,Vadodara,391150,17,37,54
Gujarat,Vadodara,391168,14,27,41
Gujarat,Vadodara,391210,7,9,16
Gujarat,Vadodara,391220,6,8,14
Gujarat,Vadodara,391240,24,24,48
Gujarat,Vadodara,391243,2,5,7
Gujarat,Vadodara,391244,6,7,13
Gujarat,Vadodara,391250,7,9,16
Gujarat,Vadodara,391310,10,14,24
Gujarat,Vadodara,391320,1,1,2
Gujarat,Vadodara,391330,16,29,45
Gujarat,Vadodara,391340,6,7,13
Gujarat,Vadodara,391345,1,1,2
Gujarat,Vadodara,391346,1,1,2
Gujarat,Vadodara,391350,8,9,17
Gujarat,Vadodara,391410,13,18,31
Gujarat,Vadodara,391421,6,7,13
Gujarat,Vadodara,391430,11,10,21
Gujarat,Vadodara,391440,37,52,89
Gujarat,Vadodara,391445,9,13,22
Gujarat,Vadodara,391450,6,7,13
Gujarat,Vadodara,391510,12,14,26
Gujarat,Vadodara,391520,6,7,13
Gujarat,Vadodara,391530,12,13,25
Gujarat,Vadodara,391740,18,22,40
Gujarat,Vadodara,391745,5,7,12
Gujarat,Vadodara,391750,1,0,1
Gujarat,Vadodara,391760,15,18,33
Gujarat,Vadodara,391770,18,19,37
Gujarat,Vadodara,391774,11,14,25
Gujarat,Vadodara,391775,7,10,17
Gujarat,Vadodara,391780,10,12,22
Gujarat,Vadodara,392310,4,3,7
Gujarat,Valsad,396001,36,39,75
Gujarat,Valsad,396002,4,3,7
Gujarat,Valsad,396007,12,11,23
Gujarat,Valsad,396020,8,8,16
Gujarat,Valsad,396030,5,4,9
Gujarat,Valsad,396035,3,2,5
Gujarat,Valsad,396045,7,6,13
Gujarat,Valsad,396050,49,66,115
Gujarat,Valsad,396055,8,8,16
Gujarat,Valsad,396065,76,88,164
Gujarat,Valsad,396105,20,25,45
Gujarat,Valsad,396115,1,1,2
Gujarat,Valsad,396120,11,10,21
Gujarat,Valsad,396125,20,17,37
Gujarat,Valsad,396126,17,17,34
Gujarat,Valsad,396130,6,6,12
Gujarat,Valsad,396135,4,4,8
Gujarat,Valsad,396140,3,5,8
Gujarat,Valsad,396145,10,8,18
Gujarat,Valsad,396150,9,11,20
Gujarat,Valsad,396155,11,14,25
Gujarat,Valsad,396165,8,7,15
Gujarat,Valsad,396170,11,10,21
Gujarat,Valsad,396171,3,2,5
Gujarat,Valsad,396180,2,2,4
Gujarat,Valsad,396185,10,9,19
Gujarat,Valsad,396191,56,68,124
Gujarat,Valsad,396195,15,17,32
Gujarat,Valsad,396215,2,2,4
Gujarat,Valsad,396230,29,47,76
Gujarat,Valsad,396235,7,12,19
Gujarat,Valsad,396375,9,7,16
Gujarat,Valsad,396385,5,5,10
Haryana,Ambala,133001,50,75,125
Haryana,Ambala,133004,17,31,48
Haryana,Ambala,133005,10,11,21
Haryana,Ambala,133006,2,3,5
Haryana,Ambala,133021,4,4,8
Haryana,Ambala,133101,5,11,16
Haryana,Ambala,133102,7,14,21
Haryana,Ambala,133104,14,23,37
Haryana,Ambala,133201,16,26,42
Haryana,Ambala,133202,4,8,12
Haryana,Ambala,133203,12,23,35
Haryana,Ambala,133205,14,26,40
Haryana,Ambala,134003,89,177,266
Haryana,Ambala,134007,7,15,22
Haryana,Ambala,134011,2,7,9
Haryana,Ambala,134118,15,20,35
Haryana,Ambala,134201,7,8,15
Haryana,Ambala,134202,17,25,42
Haryana,Ambala,134203,38,61,99
Haryana,Bhiwani,127020,0,1,1
Haryana,Bhiwani,127021,89,148,237
Haryana,Bhiwani,127025,6,7,13
Haryana,Bhiwani,127027,7,19,26
Haryana,Bhiwani,127028,18,22,40
Haryana,Bhiwani,127029,12,22,34
Haryana,Bhiwani,127030,8,12,20
Haryana,Bhiwani,127031,20,33,53
Haryana,Bhiwani,127032,26,46,72
Haryana,Bhiwani,127035,10,19,29
Haryana,Bhiwani,127040,33,59,92
Haryana,Bhiwani,127041,12,23,35
Haryana,Bhiwani,127042,5,9,14
Haryana,Bhiwani,127043,13,17,30
Haryana,Bhiwani,127045,4,6,10
Haryana,Bhiwani,127046,24,37,61
Haryana,Bhiwani,127110,3,5,8
Haryana,Bhiwani,127111,16,27,43
Haryana,Bhiwani,127114,12,23,35
Haryana,Bhiwani,127201,32,47,79
Haryana,Bhiwani,127306,16,22,38
Haryana,Bhiwani,127307,4,5,9
Haryana,Bhiwani,127308,13,16,29
Haryana,Bhiwani,127310,9,11,20
Haryana,Charkhi Dadri,127022,4,5,9
Haryana,Charkhi Dadri,127026,6,8,14
Haryana,Charkhi Dadri,127309,12,20,32
Haryana,Charkhi Dadri,127311,1,1,2
Haryana,Charkhi Dadri,127312,3,7,10
Haryana,Faridabad,121001,131,107,238
Haryana,Faridabad,121002,67,78,145
Haryana,Faridabad,121003,63,81,144
Haryana,Faridabad,121005,86,75,161
Haryana,Faridabad,121006,24,23,47
Haryana,Faridabad,121007,9,9,18
Haryana,Faridabad,121008,7,9,16
Haryana,Faridabad,121009,13,17,30
Haryana,Faridabad,121010,6,8,14
Haryana,Faridabad,121012,2,1,3
Haryana,Faridabad,121013,12,18,30
Haryana,Faridabad,121014,0,1,1
Haryana,Faridabad,121101,35,41,76
Haryana,Faridabad,121102,77,73,150
Haryana,Fatehabad,125047,14,16,30
Haryana,Fatehabad,125048,10,17,27
Haryana,Fatehabad,125050,56,61,117
Haryana,Fatehabad,125051,87,99,186
Haryana,Fatehabad,125053,24,36,60
Haryana,Fatehabad,125106,22,34,56
Haryana,Fatehabad,125111,29,34,63
Haryana,Fatehabad,125120,49,78,127
Haryana,Fatehabad,125133,16,37,53
Haryana,Gurgaon,122001,126,123,249
Haryana,Gurgaon,122002,12,16,28
Haryana,Gurgaon,122003,13,15,28
Haryana,Gurgaon,122004,20,20,40
Haryana,Gurgaon,122005,1,1,2
Haryana,Gurgaon,122006,9,10,19
Haryana,Gurgaon,122007,1,0,1
Haryana,Gurgaon,122008,0,1,1
Haryana,Gurgaon,122009,4,6,10
Haryana,Gurgaon,122010,1,1,2
Haryana,Gurgaon,122011,7,6,13
Haryana,Gurgaon,122015,4,4,8
Haryana,Gurgaon,122016,3,4,7
Haryana,Gurgaon,122017,17,17,34
Haryana,Gurgaon,122018,11,12,23
Haryana,Gurgaon,122051,5,6,11
Haryana,Gurgaon,122052,1,1,2
Haryana,Gurgaon,122098,0,0,0
Haryana,Gurgaon,122101,17,23,40
Haryana,Gurgaon,122102,22,21,43
Haryana,Gurgaon,122103,34,26,60
Haryana,Gurgaon,122413,14,17,31
Haryana,Gurgaon,122502,7,7,14
Haryana,Gurgaon,122503,26,20,46
Haryana,Gurgaon,122504,13,12,25
Haryana,Gurgaon,122505,21,18,39
Haryana,Gurgaon,122506,16,16,32
Haryana,Hisar,125001,194,204,398
Haryana,Hisar,125004,17,22,39
Haryana,Hisar,125005,11,14,25
Haryana,Hisar,125006,10,10,20
Haryana,Hisar,125011,1,0,1
Haryana,Hisar,125033,95,106,201
Haryana,Hisar,125037,5,8,13
Haryana,Hisar,125038,9,13,22
Haryana,Hisar,125039,41,55,96
Haryana,Hisar,125042,22,32,54
Haryana,Hisar,125044,16,21,37
Haryana,Hisar,125049,14,20,34
Haryana,Hisar,125052,46,51,97
Haryana,Hisar,125112,9,12,21
Haryana,Hisar,125113,19,22,41
Haryana,Hisar,125121,62,79,141
Haryana,Jhajjar,124102,7,16,23
Haryana,Jhajjar,124103,42,48,90
Haryana,Jhajjar,124104,10,12,22
Haryana,Jhajjar,124105,16,16,32
Haryana,Jhajjar,124106,20,30,50
Haryana,Jhajjar,124107,9,17,26
Haryana,Jhajjar,124108,16,18,34
Haryana,Jhajjar,124109,15,22,37
Haryana,Jhajjar,124142,8,8,16
Haryana,Jhajjar,124146,13,22,35
Haryana,Jhajjar,124202,6,12,18
Haryana,Jhajjar,124404,3,5,8
Haryana,Jhajjar,124501,15,24,39
Haryana,Jhajjar,124504,5,7,12
Haryana,Jhajjar,124505,11,11,22
Haryana,Jhajjar,124506,5,5,10
Haryana,Jhajjar,124507,94,91,185
Haryana,Jind,126101,23,33,56
Haryana,Jind,126102,94,154,248
Haryana,Jind,126110,9,14,23
Haryana,Jind,126111,11,20,31
Haryana,Jind,126112,50,101,151
Haryana,Jind,126113,21,31,52
Haryana,Jind,126114,18,40,58
Haryana,Jind,126115,37,64,101
Haryana,Jind,126116,114,145,259
Haryana,Jind,126125,20,42,62
Haryana,Jind,126152,23,30,53
Haryana,Kaithal,136020,10,16,26
Haryana,Kaithal,136021,18,31,49
Haryana,Kaithal,136026,24,38,62
Haryana,Kaithal,136027,145,180,325
Haryana,Kaithal,136033,26,31,57
Haryana,Kaithal,136034,37,48,85
Haryana,Kaithal,136035,20,21,41
Haryana,Kaithal,136042,20,29,49
Haryana,Kaithal,136043,28,49,77
Haryana,Kaithal,136044,18,27,45
Haryana,Kaithal,136117,61,67,128
Haryana,Karnal,132001,133,194,327
Haryana,Karnal,132022,7,12,19
Haryana,Karnal,132023,7,13,20
Haryana,Karnal,132024,20,47,67
Haryana,Karnal,132036,16,24,40
Haryana,Karnal,132037,11,19,30
Haryana,Karnal,132039,31,60,91
Haryana,Karnal,132040,12,26,38
Haryana,Karnal,132041,25,60,85
Haryana,Karnal,132046,10,21,31
Haryana,Karnal,132054,17,36,53
Haryana,Karnal,132114,46,92,138
Haryana,Karnal,132116,24,52,76
Haryana,Karnal,132117,19,54,73
Haryana,Karnal,132157,15,38,53
Haryana,Kurukshetra,136030,12,23,35
Haryana,Kurukshetra,136038,5,11,16
Haryana,Kurukshetra,136118,48,76,124
Haryana,Kurukshetra,136119,30,62,92
Haryana,Kurukshetra,136128,38,83,121
Haryana,Kurukshetra,136129,11,28,39
Haryana,Kurukshetra,136130,10,27,37
Haryana,Kurukshetra,136131,26,52,78
Haryana,Kurukshetra,136132,30,52,82
Haryana,Kurukshetra,136135,48,101,149
Haryana,Kurukshetra,136136,5,16,21
Haryana,Kurukshetra,136156,19,32,51
Haryana,Mahendragarh,123001,72,85,157
Haryana,Mahendragarh,123021,30,42,72
Haryana,Mahendragarh,123023,35,44,79
Haryana,Mahendragarh,123024,16,25,41
Haryana,Mahendragarh,123027,25,37,62
Haryana,Mahendragarh,123028,9,14,23
Haryana,Mahendragarh,123029,35,57,92
Haryana,Mahendragarh,123034,14,24,38
Haryana,Mewat,122104,58,42,100
Haryana,Mewat,122105,46,42,88
Haryana,Mewat,122107,38,30,68
Haryana,Mewat,122108,66,56,122
Haryana,Mewat,122508,135,106,241
Haryana,Palwal,121004,119,119,238
Haryana,Palwal,121103,72,59,131
Haryana,Palwal,121105,37,34,71
Haryana,Palwal,121106,46,45,91
Haryana,Palwal,121107,31,29,60
Haryana,Panchkula,133301,6,6,12
Haryana,Panchkula,133302,22,30,52
Haryana,Panchkula,134101,1,1,2
Haryana,Panchkula,134102,37,37,74
Haryana,Panchkula,134103,0,0,0
Haryana,Panchkula,134104,3,3,6
Haryana,Panchkula,134105,0,1,1
Haryana,Panchkula,134107,7,6,13
Haryana,Panchkula,134108,6,4,10
Haryana,Panchkula,134109,29,26,55
Haryana,Panchkula,134112,11,10,21
Haryana,Panchkula,134113,29,23,52
Haryana,Panchkula,134114,4,3,7
Haryana,Panchkula,134115,2,3,5
Haryana,Panchkula,134116,23,17,40
Haryana,Panchkula,134117,2,2,4
Haryana,Panchkula,134204,16,29,45
Haryana,Panchkula,134205,6,7,13
Haryana,Panipat,132101,33,57,90
Haryana,Panipat,132102,5,8,13
Haryana,Panipat,132103,228,327,555
Haryana,Panipat,132104,20,39,59
Haryana,Panipat,132105,7,10,17
Haryana,Panipat,132106,1,1,2
Haryana,Panipat,132107,18,35,53
Haryana,Panipat,132108,9,14,23
Haryana,Panipat,132113,23,37,60
Haryana,Panipat,132115,5,7,12
Haryana,Panipat,132122,7,10,17
Haryana,Panipat,132140,7,12,19
Haryana,Panipat,132145,8,16,24
Haryana,Rewari,122414,8,7,15
Haryana,Rewari,123035,9,10,19
Haryana,Rewari,123101,16,14,30
Haryana,Rewari,123102,13,18,31
Haryana,Rewari,123103,8,9,17
Haryana,Rewari,123106,29,21,50
Haryana,Rewari,123110,4,4,8
Haryana,Rewari,123301,7,7,14
Haryana,Rewari,123302,18,17,35
Haryana,Rewari,123303,17,19,36
Haryana,Rewari,123401,100,105,205
Haryana,Rewari,123411,25,26,51
Haryana,Rewari,123412,7,6,13
Haryana,Rewari,123501,30,24,54
Haryana,Rohtak,124001,131,244,375
Haryana,Rohtak,124021,9,17,26
Haryana,Rohtak,124022,7,15,22
Haryana,Rohtak,124111,11,25,36
Haryana,Rohtak,124112,29,60,89
Haryana,Rohtak,124113,15,36,51
Haryana,Rohtak,124201,6,14,20
Haryana,Rohtak,124303,12,22,34
Haryana,Rohtak,124401,13,27,40
Haryana,Rohtak,124406,5,9,14
Haryana,Rohtak,124411,8,18,26
Haryana,Rohtak,124412,5,11,16
Haryana,Rohtak,124513,6,9,15
Haryana,Rohtak,124514,19,37,56
Haryana,Sirsa,125054,8,9,17
Haryana,Sirsa,125055,147,183,330
Haryana,Sirsa,125058,9,10,19
Haryana,Sirsa,125060,17,22,39
Haryana,Sirsa,125075,26,35,61
Haryana,Sirsa,125076,23,36,59
Haryana,Sirsa,125077,23,31,54
Haryana,Sirsa,125078,21,28,49
Haryana,Sirsa,125101,6,15,21
Haryana,Sirsa,125102,35,54,89
Haryana,Sirsa,125103,23,34,57
Haryana,Sirsa,125104,52,76,128
Haryana,Sirsa,125110,35,52,87
Haryana,Sirsa,125201,41,66,107
Haryana,Sonipat,131001,105,105,210
Haryana,Sonipat,131021,13,16,29
Haryana,Sonipat,131022,7,8,15
Haryana,Sonipat,131023,17,23,40
Haryana,Sonipat,131024,8,14,22
Haryana,Sonipat,131027,14,16,30
Haryana,Sonipat,131028,10,13,23
Haryana,Sonipat,131029,11,15,26
Haryana,Sonipat,131039,10,14,24
Haryana,Sonipat,131101,47,66,113
Haryana,Sonipat,131102,10,17,27
Haryana,Sonipat,131103,10,14,24
Haryana,Sonipat,131301,62,110,172
Haryana,Sonipat,131302,16,36,52
Haryana,Sonipat,131304,10,20,30
Haryana,Sonipat,131305,7,11,18
Haryana,Sonipat,131306,11,27,38
Haryana,Sonipat,131402,19,33,52
Haryana,Sonipat,131403,6,10,16
Haryana,Sonipat,131408,12,21,33
Haryana,Sonipat,131409,6,10,16
Haryana,Yamuna Nagar,133103,22,47,69
Haryana,Yamuna Nagar,133105,2,5,7
Haryana,Yamuna Nagar,133204,20,47,67
Haryana,Yamuna Nagar,133206,6,14,20
Haryana,Yamuna Nagar,135001,70,99,169
Haryana,Yamuna Nagar,135002,8,12,20
Haryana,Yamuna Nagar,135003,31,49,80
Haryana,Yamuna Nagar,135021,15,24,39
Haryana,Yamuna Nagar,135101,30,38,68
Haryana,Yamuna Nagar,135102,28,45,73
Haryana,Yamuna Nagar,135103,22,38,60
Haryana,Yamuna Nagar,135106,11,17,28
Haryana,Yamuna Nagar,135133,36,77,113
Himachal Pradesh,Bilaspur,174001,18,23,41
Himachal Pradesh,Bilaspur,174002,5,5,10
Himachal Pradesh,Bilaspur,174003,4,5,9
Himachal Pradesh,Bilaspur,174004,6,7,13
Himachal Pradesh,Bilaspur,174005,1,1,2
Himachal Pradesh,Bilaspur,174011,3,4,7
Himachal Pradesh,Bilaspur,174012,2,3,5
Himachal Pradesh,Bilaspur,174013,4,3,7
Himachal Pradesh,Bilaspur,174015,4,3,7
Himachal Pradesh,Bilaspur,174017,4,6,10
Himachal Pradesh,Bilaspur,174021,13,17,30
Himachal Pradesh,Bilaspur,174023,3,5,8
Himachal Pradesh,Bilaspur,174024,2,4,6
Himachal Pradesh,Bilaspur,174026,6,7,13
Himachal Pradesh,Bilaspur,174027,5,6,11
Himachal Pradesh,Bilaspur,174028,5,6,11
Himachal Pradesh,Bilaspur,174029,10,13,23
Himachal Pradesh,Bilaspur,174030,6,7,13
Himachal Pradesh,Bilaspur,174031,4,4,8
Himachal Pradesh,Bilaspur,174032,3,4,7
Himachal Pradesh,Bilaspur,174033,4,4,8
Himachal Pradesh,Bilaspur,174034,6,6,12
Himachal Pradesh,Bilaspur,174035,3,4,7
Himachal Pradesh,Bilaspur,174036,1,0,1
Himachal Pradesh,Bilaspur,174201,4,5,9
Himachal Pradesh,Bilaspur,174310,4,5,9
Himachal Pradesh,Chamba,176207,15,17,32
Himachal Pradesh,Chamba,176301,6,4,10
Himachal Pradesh,Chamba,176302,10,9,19
Himachal Pradesh,Chamba,176303,7,5,12
Himachal Pradesh,Chamba,176304,2,2,4
Himachal Pradesh,Chamba,176305,1,0,1
Himachal Pradesh,Chamba,176306,5,4,9
Himachal Pradesh,Chamba,176308,5,6,11
Himachal Pradesh,Chamba,176309,9,8,17
Himachal Pradesh,Chamba,176310,15,18,33
Himachal Pradesh,Chamba,176311,13,14,27
Himachal Pradesh,Chamba,176312,10,8,18
Himachal Pradesh,Chamba,176313,4,3,7
Himachal Pradesh,Chamba,176314,21,22,43
Himachal Pradesh,Chamba,176315,7,7,14
Himachal Pradesh,Chamba,176316,19,22,41
Himachal Pradesh,Chamba,176317,2,1,3
Himachal Pradesh,Chamba,176318,4,5,9
Himachal Pradesh,Chamba,176319,7,8,15
Himachal Pradesh,Chamba,176320,9,9,18
Himachal Pradesh,Chamba,176321,15,13,28
Himachal Pradesh,Chamba,176323,8,26,34
Himachal Pradesh,Chamba,176324,9,10,19
Himachal Pradesh,Chamba,176325,4,2,6
Himachal Pradesh,Chamba,176330,0,0,0
Himachal Pradesh,Hamirpur,174304,2,2,4
Himachal Pradesh,Hamirpur,174305,4,4,8
Himachal Pradesh,Hamirpur,174309,2,2,4
Himachal Pradesh,Hamirpur,174311,4,4,8
Himachal Pradesh,Hamirpur,174312,5,4,9
Himachal Pradesh,Hamirpur,174405,2,3,5
Himachal Pradesh,Hamirpur,174505,1,1,2
Himachal Pradesh,Hamirpur,176039,5,4,9
Himachal Pradesh,Hamirpur,176040,5,4,9
Himachal Pradesh,Hamirpur,176041,6,8,14
Himachal Pradesh,Hamirpur,176042,3,3,6
Himachal Pradesh,Hamirpur,176043,3,3,6
Himachal Pradesh,Hamirpur,176044,3,2,5
Himachal Pradesh,Hamirpur,176045,6,8,14
Himachal Pradesh,Hamirpur,176048,3,2,5
Himachal Pradesh,Hamirpur,176049,3,3,6
Himachal Pradesh,Hamirpur,176108,3,2,5
Himachal Pradesh,Hamirpur,176109,2,2,4
Himachal Pradesh,Hamirpur,176110,5,5,10
Himachal Pradesh,Hamirpur,176111,4,3,7
Himachal Pradesh,Hamirpur,177001,16,18,34
Himachal Pradesh,Hamirpur,177005,1,0,1
Himachal Pradesh,Hamirpur,177006,1,1,2
Himachal Pradesh,Hamirpur,177007,2,2,4
Himachal Pradesh,Hamirpur,177020,4,5,9
Himachal Pradesh,Hamirpur,177021,1,1,2
Himachal Pradesh,Hamirpur,177022,2,3,5
Himachal Pradesh,Hamirpur,177023,4,6,10
Himachal Pradesh,Hamirpur,177024,5,7,12
Himachal Pradesh,Hamirpur,177025,3,4,7
Himachal Pradesh,Hamirpur,177026,5,7,12
Himachal Pradesh,Hamirpur,177027,3,2,5
Himachal Pradesh,Hamirpur,177028,3,3,6
Himachal Pradesh,Hamirpur,177029,4,5,9
Himachal Pradesh,Hamirpur,177030,0,1,1
Himachal Pradesh,Hamirpur,177033,3,4,7
Himachal Pradesh,Hamirpur,177038,2,3,5
Himachal Pradesh,Hamirpur,177040,3,3,6
Himachal Pradesh,Hamirpur,177041,3,5,8
Himachal Pradesh,Hamirpur,177042,5,6,11
Himachal Pradesh,Hamirpur,177044,2,2,4
Himachal Pradesh,Hamirpur,177045,2,1,3
Himachal Pradesh,Hamirpur,177048,3,4,7
Himachal Pradesh,Hamirpur,177118,1,2,3
Himachal Pradesh,Hamirpur,177119,1,1,2
Himachal Pradesh,Hamirpur,177301,2,3,5
Himachal Pradesh,Hamirpur,177401,4,5,9
Himachal Pradesh,Hamirpur,177501,3,3,6
Himachal Pradesh,Hamirpur,177601,3,4,7
Himachal Pradesh,Kangra,176001,27,24,51
Himachal Pradesh,Kangra,176021,7,7,14
Himachal Pradesh,Kangra,176022,8,8,16
Himachal Pradesh,Kangra,176023,16,18,34
Himachal Pradesh,Kangra,176025,7,6,13
Himachal Pradesh,Kangra,176026,3,4,7
Himachal Pradesh,Kangra,176027,8,6,14
Himachal Pradesh,Kangra,176028,4,4,8
Himachal Pradesh,Kangra,176029,7,12,19
Himachal Pradesh,Kangra,176030,4,3,7
Himachal Pradesh,Kangra,176031,9,10,19
Himachal Pradesh,Kangra,176032,4,4,8
Himachal Pradesh,Kangra,176033,4,3,7
Himachal Pradesh,Kangra,176036,7,9,16
Himachal Pradesh,Kangra,176037,3,4,7
Himachal Pradesh,Kangra,176038,5,4,9
Himachal Pradesh,Kangra,176047,18,16,34
Himachal Pradesh,Kangra,176051,9,10,19
Himachal Pradesh,Kangra,176052,11,8,19
Himachal Pradesh,Kangra,176053,4,6,10
Himachal Pradesh,Kangra,176054,4,7,11
Himachal Pradesh,Kangra,176055,1,0,1
Himachal Pradesh,Kangra,176056,13,11,24
Himachal Pradesh,Kangra,176057,10,9,19
Himachal Pradesh,Kangra,176058,6,7,13
Himachal Pradesh,Kangra,176059,7,6,13
Himachal Pradesh,Kangra,176060,3,2,5
Himachal Pradesh,Kangra,176061,23,25,48
Himachal Pradesh,Kangra,176062,1,0,1
Himachal Pradesh,Kangra,176063,5,5,10
Himachal Pradesh,Kangra,176064,6,5,11
Himachal Pradesh,Kangra,176065,2,1,3
Himachal Pradesh,Kangra,176066,2,1,3
Himachal Pradesh,Kangra,176071,2,2,4
Himachal Pradesh,Kangra,176073,2,1,3
Himachal Pradesh,Kangra,176075,1,0,1
Himachal Pradesh,Kangra,176076,4,5,9
Himachal Pradesh,Kangra,176077,4,4,8
Himachal Pradesh,Kangra,176081,4,4,8
Himachal Pradesh,Kangra,176082,3,3,6
Himachal Pradesh,Kangra,176083,9,6,15
Himachal Pradesh,Kangra,176084,4,3,7
Himachal Pradesh,Kangra,176085,5,3,8
Himachal Pradesh,Kangra,176086,4,3,7
Himachal Pradesh,Kangra,176087,4,4,8
Himachal Pradesh,Kangra,176088,5,4,9
Himachal Pradesh,Kangra,176089,1,1,2
Himachal Pradesh,Kangra,176091,3,2,5
Himachal Pradesh,Kangra,176092,5,3,8
Himachal Pradesh,Kangra,176093,2,1,3
Himachal Pradesh,Kangra,176094,2,1,3
Himachal Pradesh,Kangra,176095,6,3,9
Himachal Pradesh,Kangra,176096,6,3,9
Himachal Pradesh,Kangra,176097,2,1,3
Himachal Pradesh,Kangra,176098,2,1,3
Himachal Pradesh,Kangra,176101,3,4,7
Himachal Pradesh,Kangra,176102,5,3,8
Himachal Pradesh,Kangra,176103,7,7,14
Himachal Pradesh,Kangra,176107,5,3,8
Himachal Pradesh,Kangra,176115,6,5,11
Himachal Pradesh,Kangra,176125,17,17,34
Himachal Pradesh,Kangra,176128,3,3,6
Himachal Pradesh,Kangra,176200,7,10,17
Himachal Pradesh,Kangra,176201,12,16,28
Himachal Pradesh,Kangra,176202,12,16,28
Himachal Pradesh,Kangra,176203,3,3,6
Himachal Pradesh,Kangra,176204,7,7,14
Himachal Pradesh,Kangra,176205,6,5,11
Himachal Pradesh,Kangra,176206,18,17,35
Himachal Pradesh,Kangra,176208,7,8,15
Himachal Pradesh,Kangra,176209,13,9,22
Himachal Pradesh,Kangra,176210,4,6,10
Himachal Pradesh,Kangra,176211,6,3,9
Himachal Pradesh,Kangra,176213,1,0,1
Himachal Pradesh,Kangra,176214,6,4,10
Himachal Pradesh,Kangra,176215,13,10,23
Himachal Pradesh,Kangra,176216,3,4,7
Himachal Pradesh,Kangra,176217,6,6,12
Himachal Pradesh,Kangra,176218,3,4,7
Himachal Pradesh,Kangra,176219,3,2,5
Himachal Pradesh,Kangra,176225,4,7,11
Himachal Pradesh,Kangra,176401,11,14,25
Himachal Pradesh,Kangra,176402,3,4,7
Himachal Pradesh,Kangra,176403,11,14,25
Himachal Pradesh,Kangra,176501,3,3,6
Himachal Pradesh,Kangra,176502,1,1,2
Himachal Pradesh,Kangra,177034,3,2,5
Himachal Pradesh,Kangra,177043,5,4,9
Himachal Pradesh,Kangra,177101,7,9,16
Himachal Pradesh,Kangra,177103,3,5,8
Himachal Pradesh,Kangra,177104,3,5,8
Himachal Pradesh,Kangra,177105,4,5,9
Himachal Pradesh,Kangra,177106,4,4,8
Himachal Pradesh,Kangra,177107,3,3,6
Himachal Pradesh,Kangra,177108,4,6,10
Himachal Pradesh,Kangra,177111,2,1,3
Himachal Pradesh,Kangra,177112,3,3,6
Himachal Pradesh,Kangra,177113,4,6,10
Himachal Pradesh,Kangra,177114,2,4,6
Himachal Pradesh,Kangra,177117,3,3,6
Himachal Pradesh,Kinnaur,172103,1,1,2
Himachal Pradesh,Kinnaur,172104,4,3,7
Himachal Pradesh,Kinnaur,172105,3,3,6
Himachal Pradesh,Kinnaur,172106,2,7,9
Himachal Pradesh,Kinnaur,172107,5,5,10
Himachal Pradesh,Kinnaur,172108,2,1,3
Himachal Pradesh,Kinnaur,172109,3,2,5
Himachal Pradesh,Kinnaur,172110,2,2,4
Himachal Pradesh,Kinnaur,172111,2,2,4
Himachal Pradesh,Kinnaur,172112,2,1,3
Himachal Pradesh,Kinnaur,172115,3,3,6
Himachal Pradesh,Kinnaur,172116,2,1,3
Himachal Pradesh,Kinnaur,172118,2,2,4
Himachal Pradesh,Kullu,172001,7,6,13
Himachal Pradesh,Kullu,172002,8,9,17
Himachal Pradesh,Kullu,172023,6,6,12
Himachal Pradesh,Kullu,172025,3,1,4
Himachal Pradesh,Kullu,172026,10,10,20
Himachal Pradesh,Kullu,172032,4,4,8
Himachal Pradesh,Kullu,172033,4,3,7
Himachal Pradesh,Kullu,175101,14,12,26
Himachal Pradesh,Kullu,175102,5,5,10
Himachal Pradesh,Kullu,175103,3,3,6
Himachal Pradesh,Kullu,175104,4,3,7
Himachal Pradesh,Kullu,175105,7,8,15
Himachal Pradesh,Kullu,175106,7,4,11
Himachal Pradesh,Kullu,175122,1,0,1
Himachal Pradesh,Kullu,175125,13,9,22
Himachal Pradesh,Kullu,175126,7,6,13
Himachal Pradesh,Kullu,175128,4,3,7
Himachal Pradesh,Kullu,175129,8,9,17
Himachal Pradesh,Kullu,175130,2,3,5
Himachal Pradesh,Kullu,175131,6,7,13
Himachal Pradesh,Kullu,175134,11,10,21
Himachal Pradesh,Kullu,175136,3,3,6
Himachal Pradesh,Kullu,175138,4,3,7
Himachal Pradesh,Kullu,175141,4,4,8
Himachal Pradesh,Kullu,175143,2,2,4
Himachal Pradesh,Lahul and Spiti,172117,1,1,2
Himachal Pradesh,Lahul and Spiti,175139,1,1,2
Himachal Pradesh,Lahul and Spiti,175142,2,2,4
Himachal Pradesh,Lahul and Spiti,172113,1,1,2
Himachal Pradesh,Lahul and Spiti,172114,2,2,4
Himachal Pradesh,Lahul and Spiti,175132,1,1,2
Himachal Pradesh,Lahul and Spiti,175133,1,1,2
Himachal Pradesh,Lahul and Spiti,175140,1,1,2
Himachal Pradesh,Mandi,171302,7,6,13
Himachal Pradesh,Mandi,171303,2,2,4
